TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
SAPR3;7,66;5,34;5,12;0,98;0,46;56,64;36,81;32,33;4,49;6,27;2,06;0,45;1,65;22,35;-0,53;1,21;19,20;9,08;13,74;0,47;0,53;0,28;7,71;15,94;1.531.348,50;7,80;1,50;0,10;10.853.478.037,46
SAPR4;7,08;6,35;4,73;0,91;0,43;56,64;36,81;32,33;4,15;6,27;2,06;0,45;1,53;20,66;-0,49;1,21;19,20;9,08;13,74;0,47;0,53;0,28;7,71;15,94;6.472.821,00;7,80;1,50;0,10;10.853.478.037,46
SBFG3;11,54;4,75;7,37;0,97;0,33;49,14;7,94;5,24;4,86;8,61;3,75;0,75;0,39;2,82;-0,66;1,31;13,16;4,54;10,07;0,35;0,65;0,87;22,95;4,32;18.451.145,50;11,90;1,57;-0,41;2.822.168.508,20
SBSP3;123,83;3,01;7,58;2,09;0,95;53,06;44,30;27,76;4,75;6,06;1,31;0,58;2,10;30,53;-1,12;1,26;27,61;12,58;10,96;0,46;0,54;0,45;14,98;27,09;315.233.468,59;59,17;16,33;0,04;84.639.027.078,27
SCAR3;20,86;8,37;-24,40;0,79;0,42;42,35;20,73;-12,25;14,41;23,27;8,86;0,48;2,99;2,14;-0,57;3,68;-3,23;-1,71;2,21;0,53;0,47;0,14;6,45;;800.651,95;26,48;-0,86;0,20;1.204.400.474,34
SEDU3;23,80;;-13,36;15,00;1,53;48,36;-15,73;-25,77;-21,89;-27,94;-6,05;4,15;3,44;57,90;-2,27;1,09;-112,29;-11,46;-13,15;0,10;0,90;0,44;12,49;;;1,59;-1,78;0,01;6.238.667.820,00
SEER3;10,28;1,50;14,31;1,01;0,39;58,26;15,37;4,34;4,05;5,82;1,77;0,44;0,62;5,36;-0,55;1,35;7,03;2,74;14,67;0,39;0,61;0,63;9,20;-7,48;6.413.591,64;10,21;0,72;0,00;1.323.257.636,80
SEQL3;1,18;;-0,05;-0,06;0,05;-3,27;-140,15;-142,29;-0,06;-0,97;-0,91;;0,08;-0,10;-0,06;0,24;-118,36;-88,81;-1.325,94;-0,75;1,75;0,62;7,84;;320.336,86;-18,38;-21,75;0,00;59.367.659,68
SGPS3;1,64;;-0,02;-0,02;0,01;-2,19;-81,65;-176,79;-0,04;-2,32;-2,29;;0,03;-0,01;-0,01;0,22;-127,05;-40,96;-137,25;-0,32;1,32;0,23;-12,92;;0,00;-76,40;-97,07;0,00;16.400.000,00
SHOW3;6,19;;-0,80;0,32;0,10;26,99;-14,63;-34,05;-1,86;-0,37;1,49;-0,26;0,27;1,13;-0,25;1,19;-40,57;-13,04;-13,87;0,32;0,67;0,38;-15,90;;297.624,50;19,08;-7,74;0,00;41.728.411,78
SHUL3;27,31;0,82;36,16;6,45;3,48;25,67;14,04;13,40;34,50;17,83;-0,35;-0,06;4,84;8,06;-9,73;3,04;17,83;9,61;10,75;0,54;0,46;0,72;12,91;22,68;0,00;4,24;0,76;-150,28;5.144.325.781,00
SHUL4;4,76;8,08;6,30;1,12;0,61;25,67;14,04;13,40;6,01;17,83;-0,35;-0,06;0,84;1,40;-1,70;3,04;17,83;9,61;10,75;0,54;0,46;0,72;12,91;22,68;1.901.772,55;4,24;0,76;-26,19;5.144.325.781,00
SIMH3;5,83;1,21;-13,34;1,52;0,06;25,94;16,44;-0,89;0,72;7,29;6,57;13,73;0,12;0,56;-0,09;1,46;-11,36;-0,45;10,82;0,04;0,92;0,51;33,49;;22.129.081,86;3,85;-0,44;0,66;5.089.826.307,39
SLCE3;17,03;3,21;11,28;1,46;0,43;29,16;18,88;7,62;4,55;8,07;3,52;1,13;0,86;2,32;-0,76;1,73;12,93;3,80;11,88;0,29;0,70;0,50;20,74;16,54;34.438.252,82;11,68;1,51;0,61;7.549.905.063,48
SLED3;3,21;;0,45;-0,08;0,48;47,85;73,94;92,71;0,56;0,95;0,65;;0,42;-0,20;-0,72;0,12;-18,07;107,04;-15,91;-5,92;6,92;1,15;-45,03;;;-39,57;7,15;-0,02;16.497.692,59
SLED4;1,60;;0,22;-0,04;0,24;47,85;73,94;92,71;0,28;0,95;0,65;;0,21;-0,10;-0,36;0,12;-18,07;107,04;-15,91;-5,92;6,92;1,15;-45,03;;;-39,57;7,15;-0,01;16.497.692,59
SMFT3;24,21;2,37;27,26;2,56;0,78;42,37;23,11;8,25;9,73;11,89;2,17;0,57;2,25;11,66;-1,00;1,45;9,41;2,87;12,05;0,31;0,69;0,35;22,98;;65.609.674,64;9,44;0,89;-0,69;14.459.423.783,13
SMLS3;22,40;;10,78;4,09;1,02;85,18;41,42;39,07;10,17;9,93;-0,24;-0,10;4,21;18,78;-2,54;1,10;37,96;9,43;20,63;0,25;0,75;0,24;;;;5,47;2,08;-0,33;2.781.160.547,20
SMTO3;18,13;5,01;11,74;0,90;0,28;23,13;19,76;6,96;4,14;9,51;5,38;1,17;0,82;1,62;-0,39;2,43;7,66;2,36;8,17;0,31;0,69;0,34;14,16;-4,29;32.635.084,95;20,15;1,54;-0,19;6.027.053.638,83
SNSY3;11,00;;-0,45;-0,04;0,15;22,85;12,17;-19,45;0,71;2,24;1,85;;0,09;-0,80;-0,35;0,76;-9,02;-33,26;-6,27;-3,69;4,72;1,71;15,69;;6.735,00;-272,81;-24,61;0,00;46.638.291,20
SNSY5;3,44;;-0,14;-0,01;0,05;22,85;12,17;-19,45;0,22;2,24;1,85;;0,03;-0,25;-0,11;0,76;-9,02;-33,26;-6,27;-3,69;4,72;1,71;15,69;;4.413,83;-272,81;-24,61;0,00;46.638.291,20
SNSY6;11,51;;-0,47;-0,04;0,16;22,85;12,17;-19,45;0,75;2,24;1,85;;0,09;-0,84;-0,37;0,76;-9,02;-33,26;-6,27;-3,69;4,72;1,71;15,69;;0,00;-272,81;-24,61;0,00;46.638.291,20
SOJA3;10,75;2,77;14,36;1,08;0,41;13,35;7,95;5,22;9,43;11,30;1,87;0,21;0,75;0,84;-1,37;3,21;7,48;2,82;4,78;0,38;0,45;0,54;35,41;30,59;3.781.832,73;10,00;0,75;-0,21;1.454.713.048,00
SOMA3;5,95;;2,96;0,80;0,49;56,80;-46,46;29,33;-1,87;-2,32;-0,45;0,19;0,87;2,01;-0,84;2,36;27,15;16,44;-47,20;0,61;0,39;0,56;37,72;80,87;99.716.529,00;7,40;2,01;0,01;4.669.246.869,35
SOND3;47,00;12,13;4,43;1,80;0,99;31,30;17,61;12,21;3,07;2,40;-0,93;-0,54;0,54;3,92;-2,35;1,76;40,57;22,25;22,92;0,55;0,45;1,82;25,49;42,82;0,00;26,14;10,61;0,02;124.988.529,00
SOND5;54,98;11,41;5,18;2,10;1,15;31,30;17,61;12,21;3,59;2,40;-0,93;-0,54;0,63;4,58;-2,75;1,76;40,57;22,25;22,92;0,55;0,45;1,82;25,49;42,82;4.581,83;26,14;10,61;0,02;124.988.529,00
SOND6;52,91;11,85;4,99;2,02;1,11;31,30;17,61;12,21;3,46;2,40;-0,93;-0,54;0,61;4,41;-2,65;1,76;40,57;22,25;22,92;0,55;0,45;1,82;25,49;42,82;7.460,33;26,14;10,61;0,02;124.988.529,00
SPRT3B;76,40;;-1.707,98;3.026,97;2.817,07;;;;-1.708,97;-1.708,36;0,60;-1,07;;3.026,97;;14,42;-177,23;-164,94;-177,12;0,93;0,07;0,00;;;;0,03;-0,04;-46,02;370.531.748,80
SQIA3;27,37;;-110,33;3,70;1,49;42,19;6,45;-3,26;55,72;60,18;4,46;0,30;3,59;25,87;-1,84;1,43;-3,35;-1,35;2,68;0,40;0,58;0,41;35,51;;;7,40;-0,25;0,62;2.406.971.773,64
SRNA3;12,13;;103,88;1,40;0,38;28,37;24,27;1,37;5,88;14,11;8,23;1,96;1,43;46,75;-0,45;1,06;1,35;0,36;6,85;0,27;0,73;0,26;;;41.931.247,64;8,64;0,12;-1,40;7.553.721.644,28
STBP3;14,32;3,55;15,20;15,44;2,24;57,10;44,73;24,53;8,33;9,76;1,42;2,64;3,73;75,87;-2,79;1,18;101,58;14,75;25,28;0,15;0,85;0,60;24,45;121,20;92.530.429,86;0,93;0,94;0,79;12.374.919.684,08
STKF3;0,00;;0,00;0,00;0,00;54,65;36,95;23,68;0,00;3,27;3,27;0,25;0,00;0,00;0,00;3,14;4,97;3,15;4,97;0,63;0,37;0,13;24,60;27,74;;8,19;0,41;0,00;0,00
STTR3;0,00;;0,00;0,00;0,00;31,37;17,25;14,11;0,00;-0,22;-0,22;-0,09;0,00;0,00;0,00;2,46;32,10;17,86;21,15;0,56;0,44;1,27;22,02;;;2,91;0,94;0,00;0,00
SULA11;20,76;;48,73;1,06;0,29;4,25;-3,34;0,83;-12,06;7,41;19,47;-1,71;0,40;0,79;-0,85;2,29;2,17;0,60;-9,49;0,28;0,72;0,73;4,58;-23,56;313.020.093,00;19,64;0,43;-0,88;8.840.533.965,20
SULA3;7,43;;52,32;1,13;0,31;4,25;-3,34;0,83;-12,95;7,41;19,47;-1,71;0,43;0,85;-0,91;2,29;2,17;0,60;-9,49;0,28;0,72;0,73;4,58;-23,56;;6,55;0,14;-0,95;8.840.533.965,20
SULA4;7,63;;53,73;1,17;0,32;4,25;-3,34;0,83;-13,30;7,41;19,47;-1,71;0,44;0,88;-0,93;2,29;2,17;0,60;-9,49;0,28;0,72;0,73;4,58;-23,56;;6,55;0,14;-0,97;8.840.533.965,20
SUZB3;51,92;3,89;8,39;1,52;0,41;37,73;26,63;15,25;4,81;10,02;5,22;1,65;1,28;2,40;-0,55;3,16;18,13;4,91;2,23;0,27;0,73;0,32;12,75;;183.730.586,41;34,12;6,19;0,00;65.632.986.570,80
SYNE3;6,73;6,81;8,73;0,99;0,37;52,55;51,05;36,56;6,25;4,78;-1,47;-0,23;3,19;1,87;-0,52;3,39;11,34;4,28;4,98;0,38;0,35;0,12;23,59;29,12;6.991.424,68;6,80;0,77;-0,12;1.027.297.114,85
TAEE11;34,90;8,48;6,71;1,58;0,56;61,76;70,51;41,48;3,95;7,04;3,09;1,24;2,78;19,63;-0,66;1,24;23,54;8,33;15,62;0,35;0,65;0,20;15,68;12,33;69.084.158,00;22,10;5,20;0,44;12.023.011.854,30
TAEE3;11,61;8,50;6,70;1,58;0,56;61,76;70,51;41,48;3,94;7,04;3,09;1,24;2,78;19,59;-0,66;1,24;23,54;8,33;15,62;0,35;0,65;0,20;15,68;12,33;854.750,73;7,37;1,73;0,44;12.023.011.854,30
TAEE4;11,62;8,52;6,70;1,58;0,56;61,76;70,51;41,48;3,94;7,04;3,09;1,24;2,78;19,61;-0,66;1,24;23,54;8,33;15,62;0,35;0,65;0,20;15,68;12,33;1.249.212,73;7,37;1,73;0,44;12.023.011.854,30
TASA3;5,60;3,62;6,59;0,61;0,30;35,63;9,15;7,56;5,44;9,37;4,24;0,48;0,50;1,17;-0,72;1,81;9,29;4,62;5,25;0,50;0,50;0,61;10,85;22,22;92.402,09;9,15;0,85;0,13;735.964.095,20
TASA4;5,10;3,97;6,00;0,56;0,28;35,63;9,15;7,56;4,95;9,37;4,24;0,48;0,45;1,07;-0,66;1,81;9,29;4,62;5,25;0,50;0,50;0,61;10,85;22,22;1.681.695,73;9,15;0,85;0,12;735.964.095,20
TCNO3;1,20;;-7,52;-8,40;0,03;;;;-6,81;-34,51;-28,98;;;-0,08;-0,04;0,28;-111,63;-0,45;-3,55;0,00;1,00;0,00;;;;-0,14;-0,16;-0,28;6.451.072,50
TCNO4;0,85;;-5,33;-5,95;0,02;;;;-4,82;-34,51;-28,98;;;-0,06;-0,03;0,28;-111,63;-0,45;-3,55;0,00;1,00;0,00;;;;-0,14;-0,16;-0,20;6.451.072,50
TCSA3;1,50;;-0,68;0,35;0,10;-20,85;-40,32;-57,81;-0,97;-5,34;-4,37;1,56;0,39;-0,28;-0,14;0,46;-51,23;-14,26;-13,72;0,28;0,72;0,25;5,16;;69.243,77;4,34;-2,22;-0,02;110.428.845,00
TECN3;6,83;3,50;6,76;1,01;0,61;54,89;16,25;14,18;5,90;6,33;0,43;0,07;0,96;1,35;-1,82;3,17;14,95;9,08;11,43;0,61;0,39;0,64;4,83;;309.326,82;6,76;1,01;-2,75;422.477.948,45
TEKA3;42,50;;-0,13;-0,01;0,02;24,58;-4,48;-52,80;-1,47;-43,28;-42,29;;0,07;-0,01;-0,02;0,05;-7,76;-13,93;0,97;-1,80;2,80;0,26;14,82;;0,00;-4.378,29;-339,62;-0,01;14.260.237,50
TEKA4;21,25;;-0,06;0,00;0,01;24,58;-4,48;-52,80;-0,74;-43,28;-42,29;;0,03;0,00;-0,01;0,05;-7,76;-13,93;0,97;-1,80;2,80;0,26;14,82;;0,00;-4.378,29;-339,62;0,00;14.260.237,50
TELB3;12,62;;61,61;0,76;0,28;-38,83;18,85;4,17;13,61;-2,77;-15,78;-0,88;2,57;0,69;-0,56;5,71;1,23;0,46;5,55;0,37;0,63;0,11;15,19;;28.970,95;16,60;0,20;-0,58;1.129.291.476,82
TELB4;9,80;;47,85;0,59;0,22;-38,83;18,85;4,17;10,57;-2,77;-15,78;-0,88;1,99;0,54;-0,43;5,71;1,23;0,46;5,55;0,37;0,63;0,11;15,19;;52.720,36;16,60;0,20;-0,45;1.129.291.476,82
TEND3;24,86;2,33;7,88;2,58;0,52;29,38;11,13;10,69;7,56;8,63;1,07;0,36;0,84;1,65;-1,38;2,03;32,79;6,61;15,18;0,20;0,80;0,62;10,99;7,98;31.197.681,41;9,62;3,16;0,00;3.047.292.858,72
TESA3;48,00;;-13,30;1,62;0,52;15,86;9,39;-7,58;10,73;17,39;6,66;1,01;1,01;-11,10;-0,74;0,86;-12,18;-3,94;2,59;0,32;0,68;0,52;7,32;;;29,64;-3,61;0,83;1.389.696.672,00
TFCO4;15,89;1,16;111,88;29,32;18,21;57,53;20,74;14,36;77,46;13,22;0,63;0,24;16,06;38,81;-57,59;3,18;26,21;16,27;22,56;0,62;0,38;1,13;30,70;41,69;9.179.825,50;0,54;0,14;6,86;2.434.634.043,84
TGMA3;36,84;7,36;8,68;2,45;1,74;21,60;17,46;12,68;6,30;5,91;-0,39;-0,15;1,10;4,83;-3,77;3,03;28,20;20,05;16,96;0,71;0,29;1,58;9,18;7,63;6.450.241,18;15,05;4,24;0,25;2.431.547.388,60
TIET11;12,54;;-17,06;0,95;0,24;0,00;21,64;-7,77;6,13;18,71;12,58;1,95;1,33;-6,45;-0,29;0,84;-5,57;-1,40;4,63;0,25;0,75;0,18;4,60;;;13,19;-0,73;0,06;5.004.795.800,93
TIET3;3,49;;-23,75;1,32;0,33;0,00;21,64;-7,77;8,52;18,71;12,58;1,95;1,84;-8,98;-0,41;0,84;-5,57;-1,40;4,63;0,25;0,75;0,18;4,60;;;2,64;-0,15;0,08;5.004.795.800,93
TIET4;3,51;;-23,88;1,33;0,33;0,00;21,64;-7,77;8,57;18,71;12,58;1,95;1,85;-9,03;-0,41;0,84;-5,57;-1,40;4,63;0,25;0,75;0,18;4,60;;;2,64;-0,15;0,08;5.004.795.800,93
TIMS3;22,73;7,84;33,75;3,80;0,96;53,17;22,49;6,26;9,39;8,41;-0,98;-0,40;2,11;-51,11;-1,26;0,93;11,27;2,84;23,61;0,25;0,60;0,45;7,93;-14,76;109.349.044,41;5,97;0,67;-2,31;55.024.883.966,54
TKNO3;193,95;2,10;13,49;1,74;1,44;24,48;14,91;14,02;12,69;10,87;-1,18;-0,16;1,89;3,28;-3,39;4,30;12,90;10,71;8,13;0,83;0,17;0,76;15,06;35,20;19.395,00;111,44;14,38;-2,98;543.220.895,95
TKNO4;173,00;4,07;12,03;1,55;1,29;24,48;14,91;14,02;11,32;10,87;-1,18;-0,16;1,69;2,92;-3,03;4,30;12,90;10,71;8,13;0,83;0,17;0,76;15,06;35,20;121.903,38;111,44;14,38;-2,65;543.220.895,95
TOKY3;1,02;;-1,11;463,65;69,14;46,71;-14,86;-21,31;-1,59;-1,60;-0,01;2,35;0,24;-5.421,43;-96,25;0,96;-41.826,38;-6.237,54;-11.039,24;0,15;0,97;292,70;14,79;;290.317,91;0,00;-0,92;-0,03;125.218.671,06
TOTS3;42,24;1,21;29,46;5,17;2,82;69,88;17,96;15,26;25,03;24,64;-0,40;-0,08;4,50;13,87;-4,37;2,36;17,55;9,59;13,54;0,55;0,42;0,63;18,01;32,58;120.270.225,09;8,17;1,43;3,20;25.318.722.781,44
TOYB3;2,29;;-43,94;0,03;0,00;24,06;-10,70;-10,96;-45,00;-46,99;;;4,81;0,34;0,00;;-0,07;0,00;;0,05;0,95;0,00;201,60;;;76,91;-0,05;0,47;71.890.222,22
TOYB4;2,50;;-47,96;0,03;0,00;24,06;-10,70;-10,96;-49,12;-46,99;;;5,26;0,37;0,00;;-0,07;0,00;;0,05;0,95;0,00;201,60;;;76,91;-0,05;0,52;71.890.222,22
TPIS3;4,01;5,75;-4,14;0,20;0,07;33,43;-3,26;-3,57;-4,54;-38,16;-33,62;1,49;0,15;-0,16;-0,07;0,15;-4,87;-1,61;-5,26;0,33;0,68;0,45;5,93;;56.115,64;19,91;-0,97;0,03;176.440.000,00
TRAD3;5,60;;-3,62;1,20;0,98;26,49;-180,60;-173,99;-3,48;-3,11;0,37;-0,13;6,29;2,20;-2,09;6,24;-33,16;-27,10;-31,83;0,82;0,09;0,16;54,39;;267.085,32;4,67;-1,55;0,05;224.117.706,40
TRIS3;6,66;4,51;6,22;0,81;0,38;30,86;16,50;15,48;5,84;7,71;1,87;0,26;0,96;0,67;-2,89;2,81;13,02;6,07;6,98;0,47;0,53;0,39;11,01;7,37;1.833.213,68;8,23;1,07;0,11;1.242.872.803,08
TTEN3;14,35;1,33;7,32;1,60;0,62;17,69;7,76;6,79;6,41;8,39;1,98;0,49;0,50;2,42;-1,83;1,63;21,82;8,45;5,59;0,39;0,61;1,24;41,95;51,95;13.104.341,09;8,98;1,96;0,18;7.167.791.234,45
TUPY3;14,82;9,39;-52,62;0,62;0,19;16,05;2,99;-0,36;6,33;14,74;8,41;0,82;0,19;0,53;-0,52;2,41;-1,18;-0,37;2,61;0,31;0,69;1,02;15,61;;11.683.084,91;23,88;-0,28;0,48;1.962.915.150,30
TXRX3;9,98;;-0,72;-0,11;0,24;18,57;-8,81;-51,79;-4,23;-35,17;-33,28;;0,37;-0,24;-0,40;0,28;-15,80;-33,97;25,66;-2,15;3,15;0,66;2,30;;998,00;-87,84;-13,88;0,00;18.937.102,40
TXRX4;1,57;;-0,11;-0,02;0,04;18,57;-8,81;-51,79;-0,67;-35,17;-33,28;;0,06;-0,04;-0,06;0,28;-15,80;-33,97;25,66;-2,15;3,15;0,66;2,30;;1.406,80;-87,84;-13,88;0,00;18.937.102,40
UCAS3;1,33;13,65;-73,06;0,48;0,23;33,43;-3,49;-0,52;-10,95;-20,08;-9,14;0,40;0,38;4,82;-0,32;1,21;-0,65;-0,32;-5,27;0,49;0,51;0,61;8,69;;28.900,18;2,79;-0,02;0,68;87.894.864,12
UGPA3;20,30;3,70;7,77;1,41;0,50;7,10;3,95;2,11;4,15;6,89;2,74;0,93;0,16;2,99;-0,79;1,82;18,13;6,39;10,05;0,35;0,60;3,03;8,37;50,82;95.585.875,59;14,40;2,61;2,71;22.651.752.421,90
UNIP3;60,19;13,20;8,56;2,42;0,90;29,43;18,38;14,07;6,55;8,16;1,02;0,38;1,20;3,35;-1,53;2,96;28,31;10,55;11,18;0,37;0,62;0,75;12,24;35,60;766.998,68;24,83;7,03;0,14;7.424.075.355,67
UNIP5;68,27;9,43;9,71;2,75;1,02;29,43;18,38;14,07;7,43;8,16;1,02;0,38;1,37;3,80;-1,73;2,96;28,31;10,55;11,18;0,37;0,62;0,75;12,24;35,60;20.475,86;24,83;7,03;0,16;7.424.075.355,67
UNIP6;68,45;12,77;9,74;2,76;1,03;29,43;18,38;14,07;7,45;8,16;1,02;0,38;1,37;3,81;-1,74;2,96;28,31;10,55;11,18;0,37;0,62;0,75;12,24;35,60;12.125.766,32;24,83;7,03;0,16;7.424.075.355,67
USIM3;4,57;;15,23;0,24;0,14;8,21;3,61;1,40;5,92;6,84;0,96;0,04;0,21;0,42;-0,25;4,16;1,55;0,93;2,18;0,60;0,33;0,66;11,59;12,02;1.896.055,86;19,37;0,30;-1,15;5.693.702.418,12
USIM5;4,51;;15,03;0,23;0,14;8,21;3,61;1,40;5,84;6,84;0,96;0,04;0,21;0,41;-0,25;4,16;1,55;0,93;2,18;0,60;0,33;0,66;11,59;12,02;43.975.468,86;19,37;0,30;-1,14;5.693.702.418,12
USIM6;8,00;;26,65;0,41;0,25;8,21;3,61;1,40;10,35;6,84;0,96;0,04;0,37;0,73;-0,44;4,16;1,55;0,93;2,18;0,60;0,33;0,66;11,59;12,02;800,00;19,37;0,30;-2,02;5.693.702.418,12
VALE3;56,12;8,12;8,80;1,19;0,52;34,24;20,82;13,81;5,84;7,36;1,52;0,31;1,22;14,98;-0,64;1,22;13,52;5,87;10,13;0,43;0,55;0,42;7,33;;848.969.208,45;47,19;6,38;-0,22;254.729.105.389,60
VAMO3;4,04;6,64;16,95;1,68;0,19;73,73;68,79;6,72;1,66;6,36;4,71;4,77;1,14;1,68;-0,26;1,80;9,90;1,15;12,07;0,12;0,88;0,17;31,14;12,69;46.613.616,09;2,41;0,24;-0,29;4.367.371.449,48
VBBR3;24,24;5,43;4,82;1,30;0,45;4,61;4,72;3,11;3,17;5,64;2,46;1,01;0,15;2,16;-0,76;2,09;26,99;9,43;9,75;0,35;0,65;3,03;12,65;20,54;202.473.661,05;18,63;5,03;-0,52;27.124.560.000,00
VITT3;4,94;6,66;11,00;1,23;0,82;32,49;10,41;8,42;8,89;10,66;1,77;0,25;0,93;2,26;-1,95;2,63;11,22;7,41;7,84;0,66;0,34;0,88;12,74;4,26;784.193,41;4,00;0,45;-0,61;742.551.248,92
VIVA3;27,47;2,40;9,64;2,35;1,51;71,05;25,17;24,25;9,29;9,71;0,42;0,11;2,34;3,17;-4,10;4,13;24,35;15,70;19,35;0,64;0,36;0,65;28,01;21,13;60.726.574,73;11,70;2,85;0,22;6.488.352.714,43
VIVR3;0,65;;-0,56;0,17;0,09;29,89;-34,81;-39,35;-0,64;-0,66;-0,03;0,01;0,22;0,51;-0,16;1,71;-30,01;-15,91;-23,84;0,53;0,47;0,40;;;41.940,05;3,85;-1,16;0,01;24.937.953,30
VIVT3;33,29;3,06;18,41;1,58;0,85;44,00;15,53;10,12;12,00;13,21;1,21;0,16;1,86;-230,12;-1,07;0,98;8,57;4,61;8,29;0,54;0,46;0,46;4,76;3,13;143.349.767,95;21,10;1,81;1,49;107.411.737.046,38
VIVT4;45,34;;25,08;2,15;1,16;44,00;15,53;10,12;16,34;13,21;1,21;0,16;2,54;-313,41;-1,46;0,98;8,57;4,61;8,29;0,54;0,46;0,46;4,76;3,13;;21,10;1,81;2,02;107.411.737.046,38
VLID3;20,80;10,89;6,06;0,98;0,59;34,03;15,64;13,01;5,04;5,22;0,18;0,03;0,79;1,80;-1,17;3,04;16,12;9,81;14,19;0,61;0,39;0,75;1,58;38,92;5.043.628,27;21,29;3,43;-0,46;1.702.196.600,00
VSPT3;5,00;;6,51;0,49;0,27;19,76;12,09;7,29;3,93;3,37;-0,56;-0,07;0,47;-4,95;-0,31;0,71;7,57;4,16;12,19;0,55;0,45;0,57;10,07;;0,00;10,15;0,77;-0,04;1.780.029.215,00
VSPT4;0,00;;0,00;0,00;0,00;19,76;12,09;7,29;0,00;3,37;-0,56;-0,07;0,00;0,00;0,00;0,71;7,57;4,16;12,19;0,55;0,45;0,57;10,07;;;10,15;0,77;0,00;1.780.029.215,00
VSTE3;5,48;;1.188,90;0,60;0,37;63,15;4,84;0,05;11,17;16,73;5,56;0,30;0,54;4,38;-0,54;1,38;0,05;0,03;4,03;0,62;0,38;0,69;3,10;;44.837,82;9,15;0,00;-12,46;626.549.459,64
VTRU3;11,43;0,21;-5,68;1,68;1,36;22,04;-7,31;-14,81;-11,50;-7,82;3,68;-0,54;0,84;3,24;-2,98;4,48;-29,57;-24,02;-29,52;0,81;0,19;1,62;;;4.037.829,36;6,81;-2,01;;433.037.631,51
VULC3;20,70;7,25;7,12;2,42;1,70;41,45;21,52;24,37;8,06;8,27;0,20;0,06;1,74;3,87;-5,36;2,82;33,99;23,91;24,35;0,70;0,30;0,98;17,52;41,12;23.488.269,36;8,55;2,91;0,12;5.703.600.250,80
VVEO3;0,90;;-0,20;0,16;0,03;11,47;-7,06;-12,74;-0,36;-3,88;-3,52;1,60;0,03;0,14;-0,07;1,74;-81,75;-15,87;-16,92;0,19;0,81;1,25;30,99;;1.499.333,50;5,54;-4,53;0,00;290.538.547,20
WEGE3;36,92;2,16;24,17;6,98;3,89;33,61;19,82;15,65;19,08;18,70;-0,38;-0,14;3,78;14,03;-10,66;1,77;28,86;16,09;25,60;0,56;0,42;1,03;23,27;31,76;258.729.145,77;5,29;1,53;2,41;154.964.980.486,16
WEST3;5,30;;-4,20;0,27;0,20;39,61;-17,88;-9,13;-2,14;1,47;3,62;-0,45;0,38;0,52;-0,47;3,00;-6,41;-4,76;-13,03;0,74;0,26;0,52;5,08;;114.071,09;19,70;-1,26;0,06;58.879.544,40
WHRL3;4,58;17,51;7,36;3,09;0,69;18,21;7,83;7,11;6,68;6,25;-0,54;-0,25;0,52;-42,22;-2,13;0,98;41,96;9,37;18,77;0,22;0,78;1,32;10,80;-12,04;20.323,55;1,48;0,62;0,04;6.996.540.334,84
WHRL4;4,82;18,26;7,75;3,25;0,73;18,21;7,83;7,11;7,03;6,25;-0,54;-0,25;0,55;-44,44;-2,25;0,98;41,96;9,37;18,77;0,22;0,78;1,32;10,80;-12,04;53.985,05;1,48;0,62;0,05;6.996.540.334,84
WIZC3;8,34;3,00;7,22;2,08;0,55;61,85;44,23;13,63;2,22;2,39;0,16;0,15;0,98;-33,32;-0,71;0,93;28,76;7,56;24,12;0,26;0,48;0,55;13,02;-2,88;2.893.998,82;4,02;1,16;1,17;1.333.626.731,88
WLMM3;23,80;3,01;7,63;1,08;0,58;12,90;6,56;3,83;4,45;6,00;1,83;0,44;0,29;2,10;-1,38;1,91;14,11;7,61;8,24;0,54;0,46;1,99;23,58;17,94;3.572,83;22,11;3,12;-0,49;811.107.486,00
WLMM4;21,00;3,75;6,73;0,95;0,51;12,90;6,56;3,83;3,93;6,00;1,83;0,44;0,26;1,85;-1,22;1,91;14,11;7,61;8,24;0,54;0,46;1,99;23,58;17,94;59.548,35;22,11;3,12;-0,43;811.107.486,00
YDUQ3;13,70;4,17;12,57;1,23;0,39;61,02;16,26;5,49;4,25;9,33;5,08;1,48;0,69;7,55;-0,51;1,28;9,82;3,13;9,88;0,32;0,68;0,57;8,46;-14,30;38.945.796,27;11,10;1,09;0,12;3.755.017.258,70
ZAMP3;3,46;;-7,45;0,96;0,33;64,76;-0,15;-3,89;-195,01;-314,32;-119,31;0,59;0,29;-10,55;-0,42;0,87;-12,84;-4,46;-2,75;0,35;0,65;1,15;9,70;;2.624.981,91;3,62;-0,46;-0,08;1.407.993.006,70
